host_response_time,host_neighbourhood,property_type,room_type,bed_type,cancellation_policy,zipcode,host_acceptance_rate,price,security_deposit,cleaning_fee,extra_people,reviews_per_month,host_response_rate,accommodates,bathrooms,bedrooms,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,require_guest_profile_picture,require_guest_phone_verification
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,100,200,300,140,0,0.17,1,5,2,3,1,12,12,103,10,98,1,1
within an hour,Lower Haight,Apartment,Entire home/apt,Real Bed,strict,94117,100,200,300,120,0,0.47,1,4,1,1,12,30,60,335,2,100,0,0
within an hour,Western Addition/NOPA,House,Entire home/apt,Real Bed,strict,94115,100,200,300,108,0,5.61,1,4,1,2,3,14,14,14,110,91,0,0
within an hour,Noe Valley,Apartment,Entire home/apt,Real Bed,strict,94131,100,210,300,90,20,3.82,1,4,1,0,10,31,56,56,109,97,0,0
within an hour,Nob Hill,Apartment,Entire home/apt,Real Bed,strict,94109,100,210,300,50,0,1.28,1,3,1,1,7,7,26,63,12,93,0,1
within an hour,Nob Hill,Apartment,Entire home/apt,Real Bed,strict,94131,92,215,300,78,100,0.65,0.93,4,1,2,0,0,0,0,16,96,0,0
within a few hours,Sunnyside,House,Entire home/apt,Real Bed,strict,94131,25,220,300,75,30,1.17,1,4,1,1,2,12,38,313,13,96,0,0
within a day,Marina,Apartment,Entire home/apt,Real Bed,moderate,94123,92,220,300,125,50,3.29,1,4,1,1,10,30,53,324,82,93,0,0
within an hour,Haight-Ashbury,Condominium,Entire home/apt,Real Bed,moderate,94117,100,220,300,90,0,0.16,1,4,1,2,1,1,16,16,1,100,0,0
within an hour,Nob Hill,Apartment,Entire home/apt,Real Bed,strict,94109,100,220,300,50,0,1.87,1,3,1,1,6,23,53,53,28,90,0,1
within a few hours,Potrero Hill,House,Entire home/apt,Real Bed,strict,94107,67,225,300,85,75,0.73,1,2,1,1,0,0,0,182,39,99,0,0
within a few hours,Presidio Heights,Apartment,Entire home/apt,Real Bed,flexible,94118,74,225,300,75,0,1.33,0.77,7,1,2,11,21,34,34,2,100,0,0
within an hour,Potrero Hill,House,Entire home/apt,Real Bed,moderate,94107,100,225,300,45,25,3.45,1,5,1,1,18,36,66,131,39,98,0,0
within an hour,Outer Sunset,Apartment,Entire home/apt,Real Bed,flexible,94122,100,225,300,100,30,2.22,1,4,1,2,3,6,6,188,28,97,0,0
within a day,Mission District,Apartment,Entire home/apt,Real Bed,moderate,94110,63,230,300,80,25,0.81,0.8,3,2,1,27,27,49,324,11,98,0,0
within a day,Bernal Heights,Apartment,Entire home/apt,Real Bed,strict,94110,95,240,300,75,40,3.05,1,5,1,1,2,7,30,299,59,97,0,0
within a day,Noe Valley,Apartment,Entire home/apt,Real Bed,flexible,94114,100,248,300,75,0,2.61,1,3,1,1,6,12,34,305,6,93,0,0
within a day,Noe Valley,Apartment,Entire home/apt,Real Bed,flexible,94114,100,248,300,75,0,2.41,1,3,1,1,7,33,52,323,7,94,0,0
within a day,Noe Valley,Apartment,Entire home/apt,Real Bed,flexible,94114,100,248,300,75,0,1.29,1,3,1,1,0,21,50,321,4,100,0,0
within a few hours,The Castro,Apartment,Entire home/apt,Real Bed,strict,94114,100,249,300,125,25,3.62,1,5,1,2,5,11,22,245,17,100,0,0
a few days or more,Noe Valley,Apartment,Entire home/apt,Real Bed,moderate,94114,50,250,300,100,0,0.2,0.4,4,1,2,12,15,19,77,2,90,0,0
within a few hours,Noe Valley,House,Entire home/apt,Real Bed,strict,94114,100,250,300,125,0,0.17,0.8,6,2.5,2,3,6,10,247,3,100,0,0
within an hour,Mission District,Apartment,Entire home/apt,Real Bed,strict,94110,100,250,300,75,80,0.38,1,4,2,2,0,0,0,242,13,98,1,1
within a day,Mission District,Apartment,Entire home/apt,Real Bed,moderate,94110,100,250,300,150,0,0.3,1,4,2,2,4,4,4,197,4,100,0,0
within an hour,Mission District,Apartment,Entire home/apt,Real Bed,strict,94110,100,250,300,120,0,0.27,1,4,2,2,1,1,1,1,1,100,0,0
within a few hours,Sunnyside,House,Entire home/apt,Real Bed,strict,94127,100,250,300,150,15,0.25,1,10,2,4,1,1,1,1,7,89,0,0
within a few hours,Marina,Condominium,Private room,Real Bed,strict,94123,80,250,300,150,50,0.6,0.78,2,1,1,14,44,58,326,6,95,0,0
within a day,Bayview,Apartment,Entire home/apt,Real Bed,flexible,94124,100,250,300,90,0,0.61,0.88,2,1,1,30,60,90,365,1,100,0,0
within a few hours,Glen Park,Apartment,Entire home/apt,Real Bed,strict,94131,50,250,300,99,40,1.25,1,3,1.5,2,0,0,0,0,23,97,0,0
within a day,Glen Park,House,Entire home/apt,Real Bed,moderate,94131,79,250,300,75,0,0.2,1,3,2,3,15,41,61,61,1,100,0,0
within an hour,Potrero Hill,Apartment,Entire home/apt,Real Bed,moderate,94107,94,250,300,80,50,1.3,1,3,1,1,18,48,78,353,57,96,0,0
within a day,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,100,250,300,160,0,0.09,1,6,2,3,0,6,6,6,1,100,0,0
within an hour,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,100,250,300,100,0,5.45,1,4,1,1,7,12,38,309,8,98,0,0
within an hour,Haight-Ashbury,House,Entire home/apt,Real Bed,strict,94117,100,255,300,120,25,3.5,1,5,1,2,4,4,4,4,89,96,0,0
within an hour,Mission District,Apartment,Entire home/apt,Real Bed,strict,94110,99,259,300,199,35,4.36,1,5,1,3,8,27,57,321,172,96,1,1
within a day,SoMa,Apartment,Entire home/apt,Real Bed,strict,94107,100,260,300,45,0,0.45,1,2,1,1,3,3,3,3,4,100,0,0
within a few hours,Cole Valley,Apartment,Entire home/apt,Real Bed,strict,94117,100,265,300,75,0,1.55,1,4,1,1,3,12,18,257,48,99,0,0
within an hour,The Castro,House,Entire home/apt,Real Bed,moderate,94114,100,265,300,130,50,3.72,1,4,2,2,2,15,33,284,45,97,0,0
within a few hours,Outer Sunset,Apartment,Entire home/apt,Real Bed,moderate,94122,85,267,300,100,25,1.68,1,6,2,3,1,7,20,253,35,91,0,0
within an hour,The Castro,House,Entire home/apt,Real Bed,strict,94123,100,275,300,120,25,3.85,1,6,1,2,0,9,13,107,108,93,0,0
within a day,The Castro,House,Entire home/apt,Real Bed,moderate,94114,68,275,300,100,25,1.88,0.93,3,2,2,12,32,56,324,3,100,0,0
within a day,Potrero Hill,Apartment,Entire home/apt,Real Bed,moderate,94107,75,283,300,100,0,1.68,0.8,6,1.5,3,0,0,0,85,59,96,0,0
within a few hours,Western Addition/NOPA,House,Entire home/apt,Real Bed,moderate,94117,100,285,300,125,0,1.77,1,6,1,1,6,11,21,260,77,99,0,0
within an hour,Noe Valley,Apartment,Entire home/apt,Real Bed,strict,94114,100,285,300,75,0,2.72,1,4,1,1,0,0,0,0,57,100,0,0
within a few hours,SoMa,Apartment,Entire home/apt,Real Bed,strict,94103,38,290,300,100,15,0.54,1,4,1,2,14,42,72,343,3,100,0,0
within an hour,Diamond Heights,House,Entire home/apt,Real Bed,strict,94131,100,295,300,132,25,2.81,1,8,1,3,4,6,13,257,164,95,0,1
within an hour,Marina,Apartment,Entire home/apt,Real Bed,moderate,94123,25,295,300,180,0,0.73,1,2,1,1,30,60,90,365,27,96,1,1
within a few hours,Potrero Hill,Apartment,Entire home/apt,Real Bed,moderate,94107,17,295,300,100,0,0.91,1,4,1,1,6,27,57,57,19,95,0,0
within an hour,Outer Sunset,Apartment,Entire home/apt,Real Bed,strict,94122,100,295,300,75,0,0.23,1,4,1,2,0,0,0,182,3,93,0,0
within a few hours,Alamo Square,Condominium,Entire home/apt,Real Bed,strict,94115,84,295,300,80,25,0.76,0.96,5,1,2,3,9,15,43,29,97,0,0
within a few hours,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,strict,94117,87,295,300,75,50,2.34,1,2,1,1,7,7,20,20,5,100,1,0
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94122,78,30,300,30,50,0.3,0.9,6,2,1,30,60,90,365,11,98,1,1
within a few hours,Cole Valley,Apartment,Entire home/apt,Real Bed,strict,94117,100,300,300,150,20,0.97,0.9,6,1.5,2,10,16,22,289,56,96,0,0
within an hour,The Castro,Apartment,Entire home/apt,Real Bed,strict,94114,100,300,300,125,20,1.7,1,6,1.5,2,0,5,6,6,3,100,0,0
a few days or more,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,67,300,300,100,60,0.05,0.29,2,1,2,0,5,35,310,1,100,0,0
a few days or more,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,67,300,300,100,60,0.29,0.29,6,1,2,0,5,35,306,10,96,0,0
within a day,Nob Hill,Apartment,Entire home/apt,Real Bed,moderate,94133,62,300,300,90,0,0.6,1,2,1,1,6,30,56,325,17,99,0,0
within a few hours,Richmond District,Apartment,Entire home/apt,Real Bed,strict,94121,100,320,300,150,25,4.3,1,10,3,3,4,21,44,303,47,96,1,1
within an hour,Noe Valley,Condominium,Private room,Real Bed,moderate,94110,100,325,300,50,0,0.2,1,7,2,1,0,0,0,0,2,90,1,1
within an hour,Potrero Hill,Apartment,Entire home/apt,Real Bed,moderate,94107,92,325,300,125,0,0.66,1,4,2,2,0,3,17,226,25,97,1,0
within a day,Marina,Apartment,Entire home/apt,Real Bed,moderate,94123,100,335,300,120,25,2.21,1,7,1.5,2,5,5,5,80,41,93,0,0
within an hour,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,strict,94115,100,348,300,125,29,5,1,10,2,3,7,27,51,323,50,96,0,0
within a few hours,The Castro,Condominium,Entire home/apt,Real Bed,flexible,94114,88,349,300,150,0,1.44,1,4,1,2,16,34,64,66,17,95,0,0
within a few hours,Marina,Apartment,Entire home/apt,Real Bed,strict,94123,100,349,300,125,10,1.01,1,5,2,2,0,0,0,39,34,95,0,0
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94122,78,35,300,30,40,0.49,0.9,6,2,1,2,32,62,337,18,93,1,1
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94122,78,35,300,30,40,0.54,0.9,6,2,1,0,30,60,335,19,95,1,1
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94122,78,35,300,30,40,0.41,0.9,6,2,1,25,25,29,304,14,94,1,1
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94122,78,35,300,30,50,0.3,0.9,6,2,1,2,27,57,332,11,98,1,1
within a day,Inner Sunset,House,Entire home/apt,Real Bed,strict,94116,82,350,300,100,40,0.45,0.8,6,2,3,1,1,10,52,11,87,0,0
within an hour,Portola,House,Entire home/apt,Real Bed,moderate,94134,100,350,300,70,0,2.52,1,6,1,3,0,0,0,182,13,95,0,0
within a few hours,Marina,Condominium,Entire home/apt,Real Bed,moderate,94123,80,350,300,150,50,0.09,0.78,2,1,1,0,0,0,3,1,100,0,0
within a few hours,Marina,Apartment,Entire home/apt,Real Bed,strict,94123,75,350,300,140,0,0.16,1,3,1.5,1,4,11,11,226,2,100,0,0
within an hour,The Castro,House,Entire home/apt,Real Bed,strict,94114,77,350,300,125,0,0.47,1,5,2,2,0,8,19,259,36,94,0,0
within an hour,Duboce Triangle,House,Private room,Real Bed,strict,94117,93,350,300,100,0,0.83,1,5,2,1,3,12,25,244,2,100,0,0
within a day,Lower Haight,Apartment,Entire home/apt,Real Bed,strict,94117,35,350,300,100,0,0.47,0.8,6,2,3,6,34,64,64,22,96,0,0
within a few hours,Noe Valley,House,Entire home/apt,Real Bed,strict,94114,97,375,300,100,0,0.52,1,6,2,4,1,5,5,241,5,100,0,0
within an hour,Telegraph Hill,Apartment,Entire home/apt,Real Bed,strict,94133,100,378,300,100,25,4.44,1,6,1,2,7,12,33,297,12,96,0,0
within a few hours,Mission District,Apartment,Entire home/apt,Real Bed,flexible,94110,75,390,300,85,25,0.65,1,2,1,1,28,58,88,363,23,99,0,0
within an hour,Mission District,Apartment,Entire home/apt,Real Bed,strict,94110,100,395,300,135,0,1.29,1,4,1,2,0,0,6,150,6,96,0,0
within a few hours,Alamo Square,House,Entire home/apt,Real Bed,strict,94117,83,395,300,150,75,0.27,1,4,1.5,2,29,59,89,89,22,96,1,1
within a few hours,Alamo Square,House,Entire home/apt,Real Bed,strict,94117,83,395,300,150,75,0.12,1,4,1.5,2,29,59,89,89,3,93,1,1
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94117,78,40,300,30,60,0.6,0.9,10,2,1,26,26,41,316,13,95,1,1
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94117,78,40,300,30,40,0.54,0.9,10,2,1,0,15,45,320,13,94,1,1
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94117,78,40,300,30,60,0.62,0.9,10,2,1,30,43,43,225,15,94,1,1
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94122,78,40,300,30,50,0.27,0.9,6,2,1,18,48,78,353,10,96,1,1
within an hour,Noe Valley,Apartment,Entire home/apt,Real Bed,strict,94110,100,400,300,80,50,2.54,0.78,6,1,3,0,21,51,326,63,95,0,0
within an hour,Pacific Heights,Apartment,Entire home/apt,Real Bed,strict,94109,100,415,300,120,45,6.23,1,5,2,2,4,29,59,60,11,98,0,0
within a few hours,Mission District,Apartment,Entire home/apt,Real Bed,strict,94110,87,435,300,75,0,0.35,0.91,8,1.5,4,15,39,69,151,3,93,0,0
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94117,78,44,300,30,40,0.33,0.9,10,2,1,0,17,47,322,8,93,1,1
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94117,78,45,300,30,40,0.46,0.9,10,2,1,0,25,55,330,11,96,1,1
within an hour,Mission District,Apartment,Entire home/apt,Real Bed,strict,94110,90,450,300,250,25,0.79,1,10,1.5,4,14,33,48,107,26,95,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,strict,94103,100,500,300,116,50,2.13,1,6,2,3,8,11,18,77,12,80,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,strict,94103,100,500,300,128,50,1.36,1,6,2,3,2,7,15,76,13,80,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,strict,94103,100,500,300,116,50,1.04,1,6,2,3,7,10,17,84,8,77,0,0
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94117,78,55,300,30,60,0.38,0.9,10,2,1,0,3,33,308,9,93,1,1
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94117,78,55,300,30,60,0.46,0.9,10,2,1,26,56,86,361,10,100,1,1
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94117,78,55,300,30,60,0.25,0.9,10,2,1,30,60,90,365,6,100,1,1
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94117,78,55,300,30,60,0.32,0.9,10,2,1,0,4,34,309,12,97,1,1
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94117,78,55,300,30,60,0.7,0.9,10,2,1,2,32,62,337,28,96,1,1
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94133,78,55,300,30,50,0.43,0.9,4,3.5,1,0,4,34,309,12,95,1,1
within an hour,Santa Clara,Apartment,Shared room,Real Bed,strict,94117,78,55,300,30,60,0.56,0.9,10,2,1,30,60,90,365,23,91,1,1
within a few hours,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,strict,94117,38,550,300,150,0,2.37,1,8,2,4,30,60,90,365,72,96,1,1
within a few hours,Outer Sunset,House,Entire home/apt,Real Bed,strict,94122,100,550,300,125,0,0.67,1,8,3,5,4,4,4,21,2,100,0,0
within a few hours,Noe Valley,House,Entire home/apt,Real Bed,strict,94131,96,575,300,160,25,0.46,1,8,2.5,3,1,1,23,289,9,98,0,0
within a few hours,Twin Peaks,House,Entire home/apt,Real Bed,strict,94131,100,575,300,130,0,1.03,1,8,3,5,21,51,81,109,5,100,0,0
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94133,78,60,300,30,50,0.36,0.9,4,3.5,1,0,25,55,330,9,89,1,1
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94133,78,60,300,30,50,0.3,0.9,4,3.5,1,4,4,24,299,8,90,1,1
within an hour,Santa Clara,House,Shared room,Real Bed,strict,94111,78,60,300,30,50,0.47,0.9,4,3.5,1,12,42,72,347,13,87,1,1
within a few hours,Richmond District,House,Entire home/apt,Real Bed,moderate,94118,100,600,300,100,0,0.58,1,6,2,3,8,8,15,184,12,98,1,1
within a few hours,SoMa,Apartment,Entire home/apt,Real Bed,moderate,94107,88,600,300,120,0,1.7,0.96,6,2,2,16,43,72,337,5,100,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,strict,94107,100,600,300,120,0,1.79,1,6,2,2,19,36,52,320,12,97,0,0
within a day,Gert Town,Condominium,Private room,Real Bed,strict,94107,67,62,300,35,0,1.45,0.92,2,1,1,30,60,90,92,14,93,0,0
within a day,Glen Park,Apartment,Private room,Real Bed,flexible,94131,100,65,300,50,15,1.5,0.67,2,1,1,0,7,27,265,2,100,0,0
within a few hours,SoMa,Apartment,Private room,Real Bed,moderate,94103,95,69,300,25,0,3.2,1,1,1,1,4,8,17,211,18,99,0,0
within a few hours,Noe Valley,House,Private room,Real Bed,strict,94114,97,70,300,25,0,4.03,1,1,1,1,0,5,9,244,38,98,0,0
within an hour,Outer Sunset,House,Private room,Real Bed,strict,94116,94,70,300,25,20,5.86,1,2,1,1,7,17,35,36,17,98,0,0
within a few hours,Mission District,Apartment,Private room,Real Bed,moderate,94103,85,79,300,49,34,1.37,0.95,2,1,1,1,9,30,116,39,95,0,0
within a few hours,Inner Sunset,House,Private room,Real Bed,flexible,94116,100,80,300,30,0,6.23,0.95,2,1,1,1,7,9,266,11,95,0,0
within an hour,Mission District,Apartment,Private room,Real Bed,strict,94110,96,80,300,75,0,0.88,0.9,1,0,1,0,11,41,316,52,97,1,0
within a few hours,Nob Hill,Apartment,Private room,Real Bed,flexible,94109,100,80,300,50,0,1,1,1,1,1,0,5,13,217,1,80,0,0
within an hour,Santa Clara,House,Private room,Real Bed,strict,94122,78,80,300,30,20,0.41,0.9,3,2,1,0,30,60,335,15,76,1,1
within a day,Noe Valley,House,Private room,Real Bed,strict,94131,75,83,300,40,75,0.31,0.88,1,2,1,0,5,5,199,12,93,0,0
within a few hours,Mission District,Apartment,Private room,Real Bed,strict,94103,85,83,300,45,39,0.92,0.95,2,1,1,0,0,0,35,27,88,0,0
within a few hours,Parkside,House,Private room,Real Bed,moderate,94116,47,90,300,75,50,1.32,0.8,3,1,1,5,28,58,148,6,100,0,0
within an hour,Mission District,Apartment,Private room,Real Bed,strict,94110,96,90,300,75,0,0.76,0.9,1,1,1,0,25,55,330,47,94,1,0
within a few hours,Nob Hill,Apartment,Private room,Real Bed,flexible,94109,100,90,300,50,20,2.27,1,2,1,1,0,16,46,317,5,80,0,0
within a few hours,Noe Valley,House,Private room,Real Bed,strict,94114,97,95,300,50,0,2.91,1,2,1,1,1,3,7,264,13,97,0,0
within an hour,Bayview,House,Private room,Real Bed,strict,94124,100,95,300,170,0,0.27,1,1,1.5,1,0,23,53,328,9,89,0,0
within an hour,Western Addition/NOPA,Condominium,Private room,Real Bed,moderate,94117,100,97,300,25,30,1.63,1,3,1,1,7,18,31,33,8,90,0,0
within a few hours,Twin Peaks,House,Private room,Real Bed,strict,94131,100,98,300,40,0,4.4,1,2,1,1,12,28,50,325,43,93,0,0
within an hour,Inner Sunset,House,Private room,Real Bed,moderate,94116,99,99,300,50,30,4.36,0.98,4,1,1,8,23,53,328,59,89,0,0
within an hour,Mission District,Apartment,Private room,Real Bed,strict,94110,96,99,300,100,25,0.73,0.9,1,1,1,0,12,42,317,46,94,1,0
within an hour,Upper Rockridge,Apartment,Private room,Real Bed,strict,94133,100,99,300,15,35,3.05,0.99,2,2,1,5,11,22,290,24,90,0,0
within an hour,Western Addition/NOPA,Apartment,Private room,Real Bed,strict,94117,100,99,300,70,90,0.93,1,2,1,1,0,17,47,203,24,97,0,0
within a day,Outer Sunset,Apartment,Private room,Real Bed,flexible,94122,96,80,315,50,0,2.36,0.73,2,1,1,8,21,44,317,7,83,0,0
within a day,Noe Valley,House,Private room,Real Bed,strict,94131,75,107,325,55,25,0.22,0.88,2,2,1,0,10,40,315,8,93,0,0
within a few hours,Mission District,Apartment,Entire home/apt,Real Bed,strict,94110,100,188,333,38,0,2.61,1,2,1,0,17,24,24,25,201,95,0,0
within a day,Pacific Heights,Apartment,Entire home/apt,Real Bed,moderate,94115,100,319,349,75,25,0.31,1,2,1,1,4,28,58,333,3,93,0,0
within a few hours,Haight-Ashbury,House,Private room,Real Bed,moderate,94114,100,100,350,25,0,7.31,1,2,1,1,0,0,2,82,29,99,0,0
within an hour,The Castro,Apartment,Private room,Real Bed,moderate,94114,100,108,350,75,35,0.25,1,2,1.5,1,24,54,84,166,15,95,0,0
within a few hours,Inner Sunset,House,Entire home/apt,Real Bed,moderate,94122,94,124,350,25,50,2.95,1,2,1,1,3,5,5,184,114,95,0,0
within an hour,Sunnyside,House,Private room,Real Bed,strict,94127,97,124,350,50,25,2.23,1,2,1,1,22,50,80,170,78,98,0,1
within a few hours,Visitacion Valley,Apartment,Entire home/apt,Real Bed,strict,94134,79,125,350,65,25,1.1,1,3,1,0,0,0,25,300,16,85,0,0
within an hour,Pacific Heights,House,Private room,Real Bed,moderate,94115,100,129,350,30,20,7.94,1,2,1,1,0,12,19,158,152,98,0,0
within an hour,Pacific Heights,House,Private room,Real Bed,moderate,94115,100,129,350,30,20,8.73,1,2,1,1,2,7,11,135,144,99,0,0
within an hour,Pacific Heights,House,Private room,Real Bed,moderate,94115,100,129,350,30,20,9.2,1,2,1,1,0,7,11,157,169,98,0,0
within an hour,Outer Sunset,House,Entire home/apt,Real Bed,strict,94122,100,130,350,50,25,7.54,1,3,1,1,1,6,10,82,42,99,0,0
within an hour,Downtown,Apartment,Entire home/apt,Real Bed,strict,94109,100,135,350,55,50,0.15,1,2,1,0,16,37,38,38,7,100,1,1
within an hour,The Castro,House,Private room,Real Bed,moderate,94114,100,135,350,40,0,2.17,1,1,1,1,6,32,62,318,28,98,0,0
within an hour,Bernal Heights,House,Private room,Real Bed,moderate,94110,100,135,350,75,50,1.01,1,2,1,1,5,19,45,107,21,97,0,0
within a day,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,moderate,94117,50,145,350,35,0,0.6,1,2,1,1,0,7,12,12,21,94,0,0
within an hour,Richmond District,Apartment,Entire home/apt,Real Bed,moderate,94118,100,150,350,100,25,1.1,1,4,1.5,2,2,2,6,6,12,98,0,0
within an hour,Potrero Hill,Apartment,Entire home/apt,Real Bed,moderate,94107,100,150,350,85,20,2.62,1,2,1,1,0,0,0,0,24,98,0,0
within a day,Oceanview,House,Private room,Real Bed,moderate,94132,44,159,350,75,10,0.17,1,2,1,1,29,59,89,179,1,100,0,0
within an hour,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,moderate,94117,100,160,350,100,25,0.94,1,2,1,1,13,30,60,335,31,99,1,1
within an hour,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,moderate,94117,100,160,350,100,25,1.69,1,4,1,1,22,25,55,330,75,99,1,1
within a few hours,Hayes Valley,Apartment,Entire home/apt,Real Bed,strict,94102,83,160,350,65,0,1,1,4,1,1,0,0,1,4,1,100,0,0
within an hour,Parkside,House,Entire home/apt,Real Bed,moderate,94116,80,165,350,95,25,2.13,1,4,1,2,0,0,0,182,14,97,0,0
within an hour,Nob Hill,Apartment,Entire home/apt,Real Bed,moderate,94109,100,169,350,75,25,1.17,1,3,1,1,0,0,0,0,33,92,0,0
within an hour,Mission District,Apartment,Entire home/apt,Real Bed,moderate,94110,100,175,350,90,0,0.19,0.9,2,1,1,8,38,68,69,1,100,0,0
within a few hours,Bernal Heights,Apartment,Entire home/apt,Real Bed,moderate,94110,91,180,350,75,20,3.24,1,4,1,2,3,7,19,288,118,95,0,0
within an hour,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,moderate,94115,100,180,350,65,0,2.97,1,2,1,1,2,8,28,104,40,99,0,0
within a few hours,Inner Sunset,Apartment,Entire home/apt,Real Bed,moderate,94122,98,185,350,50,35,2.4,1,2,1,1,4,21,34,34,54,99,1,1
within a few hours,Inner Sunset,Apartment,Entire home/apt,Real Bed,moderate,94122,98,185,350,50,35,3.72,1,2,1,1,5,25,36,36,87,98,1,1
within a few hours,Lower Haight,Apartment,Entire home/apt,Real Bed,strict,94117,92,190,350,70,0,2.16,1,2,1,1,0,13,38,304,75,98,0,0
within a few hours,Duboce Triangle,House,Entire home/apt,Real Bed,strict,94114,100,199,350,135,15,3.78,1,4,1,1,0,7,15,278,66,94,0,0
within a few hours,Pacific Heights,Apartment,Entire home/apt,Real Bed,strict,94109,84,215,350,140,15,0.99,0.85,4,1,1,1,11,11,222,16,93,0,0
within an hour,Bernal Heights,House,Entire home/apt,Real Bed,moderate,94112,100,225,350,145,25,2.69,1,4,1.5,2,8,15,41,294,59,97,0,0
within a few hours,Haight-Ashbury,Apartment,Entire home/apt,Real Bed,strict,94117,100,243,350,120,25,3.34,0.83,4,1,2,2,5,11,266,32,93,0,0
within an hour,Incline Village,Apartment,Entire home/apt,Real Bed,strict,94117,99,247,350,135,0,1.93,1,2,1,1,22,52,82,354,7,100,0,1
within a day,Noe Valley,Apartment,Entire home/apt,Real Bed,flexible,94114,60,250,350,50,0,1.15,0.8,4,1,2,5,5,31,31,40,98,1,1
within a day,The Castro,Apartment,Entire home/apt,Real Bed,moderate,94114,50,300,350,100,0,2.1,1,4,1.5,2,0,0,0,6,31,100,0,0
within a few hours,Alamo Square,Apartment,Entire home/apt,Real Bed,moderate,94117,88,300,350,75,0,0.77,0.9,4,1,2,7,30,47,311,27,90,1,0
within a day,Western Addition/NOPA,Condominium,Entire home/apt,Real Bed,strict,94115,100,300,350,250,0,0.23,0.5,4,3,3,30,60,90,334,2,90,0,0
within a few hours,Bernal Heights,House,Entire home/apt,Real Bed,strict,94110,78,330,350,100,0,0.12,1,6,2.5,3,1,1,1,1,6,92,1,0
within an hour,Twin Peaks,Apartment,Entire home/apt,Real Bed,strict,94114,97,333,350,110,25,3.57,1,4,2,2,7,30,52,319,120,96,1,1
within an hour,Cow Hollow,Cabin,Entire home/apt,Real Bed,strict,94123,100,340,350,120,10,0.46,1,5,1,2,5,11,11,239,16,96,0,0
within an hour,Mission District,House,Entire home/apt,Real Bed,strict,94110,100,350,350,112,25,0.3,0.93,6,2.5,3,16,16,16,17,8,80,0,1
within a few hours,Marina,Apartment,Entire home/apt,Real Bed,moderate,94123,100,350,350,115,30,1.58,1,6,2,2,10,36,66,332,54,95,0,0
within a few hours,Lower Haight,Apartment,Entire home/apt,Real Bed,moderate,94117,91,350,350,75,50,2,0.83,8,1,4,2,2,13,13,2,100,0,0
within an hour,Western Addition/NOPA,Apartment,Entire home/apt,Real Bed,strict,94115,100,350,350,150,0,4.4,1,6,2,2,12,23,53,324,132,95,0,0
within an hour,Hayes Valley,House,Entire home/apt,Real Bed,strict,94102,100,350,350,119,50,2.66,0.9,4,1,2,6,12,38,120,55,95,0,0
within an hour,Western Addition/NOPA,Condominium,Entire home/apt,Real Bed,strict,94115,100,389,350,140,25,2.61,1,6,2,3,10,23,46,315,84,86,1,1
within an hour,Mission District,Apartment,Entire home/apt,Real Bed,strict,94110,100,491,350,70,50,0.32,1,4,1,1,10,24,54,329,20,98,1,1
within a day,Pacific Heights,Apartment,Entire home/apt,Real Bed,moderate,94115,47,495,350,125,0,0.1,0.5,4,2,2,0,0,0,0,4,99,0,0
within an hour,Richmond District,House,Private room,Real Bed,strict,94121,100,85,350,35,30,4.1,1,1,1,1,2,2,24,206,56,95,0,0
