host_response_time,host_neighbourhood,property_type,room_type,bed_type,cancellation_policy,zipcode,host_acceptance_rate,price,security_deposit,cleaning_fee,extra_people,reviews_per_month,host_response_rate,accommodates,bathrooms,bedrooms,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,require_guest_profile_picture,require_guest_phone_verification
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,flexible,94107,1,175,0,80,0,4,0.92,2,1,0,0,15,30,294,4,87,0,0
within an hour,Mission Bay,Apartment,Private room,Real Bed,flexible,94158,1,120,0,90,50,1.23,0.91,2,1,1,1,15,45,316,5,100,0,0
within a few hours,SoMa,Apartment,Private room,Real Bed,flexible,94158,1,90,0,0,25,0.07,1,2,1,1,6,6,6,157,2,100,0,0
within a day,South Beach,Apartment,Entire home/apt,Real Bed,strict,94105,0.73,165,0,50,0,3.33,0.93,2,1,0,11,38,68,68,15,95,0,0
within a few hours,SoMa,Apartment,Entire home/apt,Real Bed,moderate,94107,1,150,0,140,0,0.63,1,2,2,1,0,0,0,147,1,80,0,0
within a day,SoMa,House,Private room,Real Bed,flexible,94103,0.5,65,0,80,0,1,0.8,1,1,1,0,0,4,4,1,100,0,0
within a few hours,SoMa,Apartment,Private room,Real Bed,strict,94107,1,180,0,30,0,0.82,1,1,1,1,14,14,14,196,22,97,0,0
within a few hours,SoMa,Apartment,Entire home/apt,Real Bed,strict,94103,1,199,0,50,0,2.14,0.8,2,1,0,0,0,0,151,8,88,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,strict,94103,1,170,200,75,30,6.69,0.93,4,1,2,0,16,30,291,27,83,0,0
within a day,SoMa,Condominium,Entire home/apt,Real Bed,strict,94107,0.82,244,0,50,0,0.89,0.9,3,1.5,1,1,17,38,38,6,100,0,0
within an hour,SoMa,Apartment,Private room,Real Bed,moderate,94107,1,95,100,19,25,6.6,1,2,1,1,2,9,20,280,22,91,0,0
within a few hours,SoMa,Apartment,Private room,Real Bed,flexible,94103,0.87,100,0,0,0,2.83,0.8,2,1,1,0,0,0,24,12,98,0,0
within a day,SoMa,Apartment,Entire home/apt,Real Bed,flexible,94107,1,250,0,50,10,0.39,0.9,4,1,1,2,5,5,184,1,100,0,0
within an hour,Russian Hill,Apartment,Entire home/apt,Real Bed,strict,94102,1,250,0,100,20,3.49,1,4,1,1,12,31,61,62,17,96,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,moderate,94107,1,299,250,110,25,5.36,1,6,2,2,15,45,75,76,75,90,0,0
within a few hours,SoMa,Apartment,Entire home/apt,Real Bed,flexible,94107,0.8,200,100,100,0,1,1,4,2,2,13,13,17,17,1,0,0,0
within an hour,SoMa,Apartment,Private room,Real Bed,moderate,94103,1,110,500,0,0,0,0.97,2,1.5,1,6,21,51,51,0,0,0,0
within an hour,SoMa,Apartment,Private room,Real Bed,flexible,94103,1,128,100,60,0,2.86,1,2,1,1,0,0,7,258,77,94,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,moderate,94107,1,175,0,30,15,2.91,1,2,1,1,0,3,33,217,95,93,1,1
a few days or more,Mission Bay,Apartment,Private room,Real Bed,flexible,94158,1,100,0,0,0,0,0.33,1,1,1,0,4,34,34,0,0,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,moderate,94107,1,260,500,150,0,3,1,5,1,2,1,1,1,1,3,100,0,0
within a few hours,SoMa,Condominium,Private room,Real Bed,flexible,94103,0.7,250,0,50,25,0.35,0.95,2,1,1,8,38,68,337,2,90,0,0
within an hour,Nob Hill,Apartment,Entire home/apt,Real Bed,strict,94103,0.92,149,100,60,0,0.13,0.93,2,1,1,0,0,0,30,4,95,0,0
a few days or more,SoMa,Apartment,Private room,Real Bed,flexible,94158,0.92,160,0,60,0,0.83,0.47,2,1,1,30,60,90,365,1,100,0,0
within a few hours,SoMa,Apartment,Private room,Real Bed,flexible,94103,1,150,95,0,0,0,0.7,2,1,1,3,3,3,3,0,0,0,0
within a day,SoMa,Apartment,Shared room,Futon,flexible,94158,0.79,40,0,20,20,0.6,0.91,1,1,1,30,60,90,365,1,80,0,0
within an hour,South Beach,Condominium,Entire home/apt,Real Bed,strict,94105,1,399,500,40,0,2.09,1,4,1,1,21,51,81,170,3,100,0,0
within a few hours,SoMa,Apartment,Entire home/apt,Real Bed,moderate,94103,1,120,0,0,20,0,1,2,1,1,4,4,4,4,0,0,1,0
a few days or more,SoMa,Apartment,Entire home/apt,Real Bed,moderate,94103,1,449,0,50,0,2,0.44,2,1,1,30,60,90,363,2,90,0,0
within a few hours,SoMa,Apartment,Private room,Real Bed,flexible,94103,0.58,104,0,0,0,5.29,0.91,1,1,1,22,48,78,78,6,97,0,0
within a day,South Beach,Apartment,Entire home/apt,Real Bed,strict,94105,0.5,230,0,60,0,0.5,0.5,2,1,1,0,0,5,69,7,94,0,0
within a day,SoMa,Apartment,Private room,Real Bed,strict,94103,1,75,0,55,13,0.07,1,2,1,1,22,52,82,82,2,100,0,0
a few days or more,South Beach,Apartment,Private room,Real Bed,flexible,94107,1,149,0,0,50,0,0.33,4,1,1,0,0,0,0,0,0,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,moderate,94107,1,349,0,150,0,1.82,1,6,1.5,2,3,14,14,14,2,100,0,0
within a day,SoMa,Apartment,Entire home/apt,Real Bed,flexible,94103,0.56,99,0,35,0,3,0.9,2,1,0,0,0,0,0,3,80,0,0
within an hour,SoMa,Apartment,Private room,Real Bed,flexible,94107,0.88,109,0,9,30,0,1,2,1,1,1,1,1,1,0,0,0,0
within an hour,Mountain View,Apartment,Shared room,Real Bed,moderate,94158,0.68,75,100,50,65,0.36,0.99,4,2,1,30,60,85,360,1,80,1,1
within an hour,West Valley,Apartment,Private room,Real Bed,strict,94103,0.98,94,0,45,45,5.23,1,2,1,1,11,33,63,150,30,92,0,0
within a few hours,South Beach,Apartment,Entire home/apt,Real Bed,moderate,94105,0.46,190,500,30,0,1.84,1,2,1,1,2,2,2,34,3,93,0,0
within an hour,Mountain View,Apartment,Shared room,Real Bed,strict,94103,0.68,100,200,50,100,1.15,0.99,6,2,1,30,60,90,365,26,97,1,1
within an hour,South Beach,Apartment,Private room,Real Bed,strict,94105,1,140,0,0,0,0.57,1,2,2,1,0,17,25,176,18,100,0,0
within an hour,SoMa,Apartment,Private room,Real Bed,flexible,94103,1,150,0,20,0,0,1,2,1,1,0,0,0,0,0,0,0,0
within an hour,SoMa,Apartment,Shared room,Real Bed,moderate,94158,0.79,65,100,50,65,0.6,1,4,2,1,0,16,46,321,3,93,0,0
within an hour,SoMa,Apartment,Private room,Real Bed,strict,94103,1,169,0,150,70,1.45,1,4,2,1,20,34,56,78,16,90,0,0
within an hour,South Beach,Apartment,Entire home/apt,Real Bed,strict,94105,1,193,0,0,0,0.49,1,2,1,0,0,0,5,191,5,100,0,0
within an hour,SoMa,Apartment,Private room,Real Bed,flexible,94103,1,110,500,0,0,0,0.97,2,1.5,1,20,38,60,62,0,0,0,0
within a few hours,SoMa,Apartment,Entire home/apt,Real Bed,strict,94107,0.7,175,0,75,0,0.14,1,2,1,1,0,0,9,60,3,100,0,1
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,strict,94103,1,250,0,0,0,2.97,1,3,1,1,18,48,78,110,43,87,0,0
within a day,SoMa,Apartment,Entire home/apt,Real Bed,moderate,94103,1,129,0,100,0,0.5,1,2,1,1,0,0,1,131,16,99,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,flexible,94103,1,247,500,150,0,1,1,2,1,1,4,4,4,4,1,100,0,0
within a few hours,SoMa,Apartment,Entire home/apt,Real Bed,flexible,94103,1,250,0,0,0,0.73,0.57,1,2,2,0,13,43,43,1,100,0,0
within an hour,Waikiki,Apartment,Private room,Real Bed,strict,94105,1,115,0,150,0,0,1,2,1,1,10,30,30,30,0,0,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,strict,94103,1,250,0,100,30,0.68,1,4,1,1,0,0,0,0,2,100,1,1
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,flexible,94158,1,220,0,0,0,2.28,1,3,1,1,5,24,42,129,6,93,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,strict,94103,0.86,169,200,70,0,2.43,1,3,1,1,1,8,8,190,41,85,0,0
within an hour,South Beach,Apartment,Entire home/apt,Real Bed,strict,94107,0.61,520,200,100,0,1.51,1,5,1,2,28,58,88,121,15,99,0,0
within a few hours,SoMa,Apartment,Entire home/apt,Real Bed,moderate,94103,1,80,0,0,0,2.25,1,2,1,1,4,4,9,150,3,93,0,0
within a few hours,SoMa,House,Private room,Real Bed,flexible,94103,1,110,0,0,0,4.38,0.8,1,1,1,3,3,3,3,7,67,0,0
within an hour,SoMa,Apartment,Private room,Real Bed,flexible,94107,0.94,77,0,0,25,11.79,1,3,1,1,9,27,48,162,46,98,0,0
within an hour,SoMa,Condominium,Entire home/apt,Real Bed,strict,94107,1,399,500,145,15,4.8,1,6,2,2,5,23,45,315,8,83,0,0
within a few hours,SoMa,Apartment,Entire home/apt,Real Bed,flexible,94103,1,295,0,0,0,0.9,1,4,1,1,7,29,50,311,4,95,0,0
within an hour,South Beach,Apartment,Private room,Real Bed,strict,94105,1,140,0,0,0,0.14,1,2,2,1,0,0,0,151,5,100,0,0
within an hour,Mountain View,Apartment,Shared room,Real Bed,strict,94103,0.68,100,200,50,100,0.8,0.99,5,2,1,0,10,40,315,18,96,1,1
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,moderate,94103,0.67,400,0,65,0,0.48,1,4,1,1,6,16,46,321,15,96,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,moderate,94103,1,163,250,91,50,0.79,1,4,1,1,1,1,1,8,24,89,0,0
within an hour,SoMa,Apartment,Shared room,Real Bed,flexible,94103,0.79,75,100,50,80,0.29,1,4,2,1,30,60,90,365,1,100,0,0
a few days or more,SoMa,Apartment,Private room,Real Bed,flexible,94158,0.89,160,700,65,100,0,0.2,2,1,1,1,1,1,1,0,0,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,strict,94107,0.5,900,0,150,0,0.86,1,10,2.5,3,6,25,55,330,1,100,0,0
within an hour,Mission Bay,Apartment,Entire home/apt,Real Bed,moderate,94158,1,340,0,80,30,0.87,1,2,1,1,8,8,8,8,12,95,0,0
within a few hours,South Beach,Apartment,Entire home/apt,Real Bed,flexible,94105,0.67,350,0,0,0,0.91,1,2,1,0,22,52,82,353,1,0,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,strict,94103,0.06,595,500,150,100,1.66,1,4,2,2,29,59,89,213,53,98,0,0
within a day,SoMa,Apartment,Private room,Real Bed,moderate,94107,0.5,120,0,20,0,0,0.6,2,1.5,1,0,0,0,0,0,0,0,0
a few days or more,SoMa,Apartment,Entire home/apt,Real Bed,moderate,94158,1,300,500,120,20,0.94,0.3,5,1,2,16,22,52,52,35,83,0,0
within a few hours,SoMa,Apartment,Entire home/apt,Real Bed,flexible,94103,0.5,120,0,0,0,0,1,2,1,0,0,0,9,280,0,0,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,flexible,94103,1,300,0,0,0,1.08,1,3,1,1,28,58,88,363,5,88,0,0
within an hour,SoMa,Apartment,Private room,Real Bed,strict,94107,1,90,0,0,0,1.42,1,2,1,1,0,0,0,0,6,96,0,0
within a few hours,SoMa,Apartment,Entire home/apt,Real Bed,flexible,94107,0.88,"1,600.00",0,0,0,0,0.96,6,2,2,30,60,90,365,0,0,0,0
within a few hours,SoMa,Condominium,Entire home/apt,Real Bed,strict,94158,1,299,500,130,0,0.38,1,4,2.5,2,6,30,30,121,3,93,0,0
within a few hours,SoMa,Apartment,Private room,Real Bed,moderate,94103,1,91,0,25,0,1.6,1,1,1,1,1,2,6,271,34,96,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,flexible,94103,1,189,100,75,0,0.56,1,2,1,0,6,23,23,39,4,100,0,0
within a day,SoMa,Apartment,Private room,Real Bed,flexible,94103,0.8,145,0,0,15,2.65,0.92,2,1,1,24,48,78,347,36,95,0,0
within a day,Mission Bay,Apartment,Private room,Real Bed,strict,94158,0.8,96,0,50,50,1.25,0.8,2,1,1,4,4,4,4,2,100,0,0
within an hour,SoMa,Apartment,Private room,Real Bed,moderate,94158,0.63,95,0,0,0,0.62,1,2,1,1,4,6,8,14,7,93,0,0
within an hour,SoMa,House,Private room,Real Bed,strict,94103,1,109,0,20,20,4.9,1,2,2,1,10,29,59,59,79,86,0,0
within a few hours,South Beach,Apartment,Private room,Real Bed,strict,94105,0.84,159,100,45,20,4.29,1,2,1,1,17,39,65,65,7,77,0,0
within an hour,SoMa,Apartment,Private room,Real Bed,flexible,94103,1,88,95,25,0,2.69,1,2,1,1,5,14,38,38,37,90,0,0
within an hour,Dogpatch,Apartment,Entire home/apt,Real Bed,moderate,94107,1,230,400,75,8,1.18,1,4,1,1,0,24,54,71,8,100,0,0
within an hour,SoMa,Condominium,Private room,Real Bed,strict,94107,0.95,95,150,45,55,2.73,1,2,1,1,15,39,69,340,23,96,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,flexible,94107,1,190,0,50,0,2.05,1,2,1,0,11,11,22,37,3,93,0,0
within an hour,SoMa,Apartment,Shared room,Real Bed,flexible,94103,0.79,75,200,50,80,1.03,1,4,2,1,13,43,73,348,7,97,0,0
within a few hours,SoMa,Apartment,Entire home/apt,Real Bed,strict,94107,0.33,420,0,180,25,1.05,1,6,2,2,30,49,68,284,5,100,0,0
within an hour,Civic Center,Apartment,Entire home/apt,Real Bed,moderate,94103,1,500,0,75,0,1.74,1,6,2,2,14,31,56,120,9,96,0,0
within a day,South Beach,Condominium,Entire home/apt,Real Bed,strict,94107,0.33,200,0,75,0,0.42,0.57,2,1.5,2,29,59,89,121,4,95,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,strict,94103,1,295,0,95,0,4.13,1,4,2,2,7,15,35,80,34,90,0,0
within a day,SoMa,Apartment,Private room,Real Bed,flexible,94107,1,140,0,25,0,2.46,0.9,2,1,1,18,40,70,341,27,95,0,0
within an hour,SoMa,Apartment,Private room,Real Bed,flexible,94103,0.25,95,0,0,0,0.66,1,2,1,1,0,0,0,0,2,100,0,0
within a few hours,South Beach,Condominium,Entire home/apt,Real Bed,strict,94105,0.93,320,100,100,30,3,0.92,5,2,2,16,38,58,333,3,100,0,0
within a few hours,South Beach,Condominium,Private room,Real Bed,moderate,94107,0.77,99,250,40,20,4.52,1,2,1,1,26,56,84,357,53,96,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,strict,94107,0.95,399,500,135,15,2.65,1,6,2,2,7,31,57,328,26,90,0,0
within an hour,SoMa,House,Private room,Real Bed,flexible,94103,1,105,250,25,0,3.5,0.9,1,1,1,13,17,17,17,16,100,0,0
within a few hours,SoMa,Apartment,Entire home/apt,Real Bed,strict,94107,0.92,175,0,65,15,0.3,1,4,1,1,12,32,62,87,7,91,1,1
within a few hours,SoMa,Condominium,Entire home/apt,Real Bed,flexible,94103,0.7,350,0,100,0,1.58,0.95,4,2,2,9,15,15,15,2,90,0,0
within a few hours,SoMa,Apartment,Private room,Real Bed,strict,94103,1,70,200,0,0,2,1,1,1,1,0,0,0,0,2,100,0,0
within an hour,SoMa,Apartment,Private room,Real Bed,moderate,94107,1,100,0,0,0,1,1,2,1,1,4,7,7,12,1,60,0,0
within a few hours,South Beach,Apartment,Entire home/apt,Real Bed,strict,94105,0.84,237,150,30,0,0,1,6,2,2,1,1,26,26,0,0,0,0
within a day,SoMa,Apartment,Entire home/apt,Real Bed,moderate,94103,0.83,220,0,25,25,1.07,1,5,1.5,2,0,0,0,0,2,100,0,0
within a few hours,SoMa,Apartment,Private room,Real Bed,strict,94103,0.38,140,250,30,18,2.6,1,2,1,1,4,28,58,329,51,96,0,0
within an hour,SoMa,Apartment,Shared room,Real Bed,flexible,94158,0.79,65,100,50,65,0.58,1,4,2,1,0,18,48,323,2,100,0,0
a few days or more,SoMa,Apartment,Private room,Real Bed,flexible,94103,1,70,0,0,0,1,0.33,2,1,1,2,2,2,2,1,0,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,strict,94103,1,225,500,60,0,1.12,1,2,1,2,2,9,25,107,75,95,1,1
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,moderate,94103,1,308,0,100,50,2.98,0.9,4,2,2,6,21,33,279,108,93,1,1
within an hour,Mission Bay,Apartment,Private room,Real Bed,moderate,94158,1,150,0,0,0,1,1,1,1,1,0,0,0,0,1,100,0,0
within an hour,SoMa,Apartment,Shared room,Real Bed,moderate,94107,0.79,65,100,50,65,0.61,1,8,2,1,0,0,0,0,7,97,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,strict,94107,1,398,0,79,10,1.04,1,4,1,2,0,26,56,145,14,96,0,0
within an hour,South Beach,Apartment,Entire home/apt,Real Bed,strict,94107,1,250,0,50,20,2.37,1,4,1,1,6,21,43,127,9,96,0,0
within an hour,SoMa,Apartment,Private room,Real Bed,strict,94103,1,95,0,50,50,0,1,1,1.5,1,6,6,35,35,0,0,0,0
within a few hours,SoMa,Apartment,Private room,Real Bed,moderate,94107,0.88,195,0,50,0,3.3,0.96,2,1,1,3,12,37,298,22,88,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,strict,94107,1,600,300,120,0,1.79,1,6,2,2,19,36,52,320,12,97,0,0
within a day,SoMa,Apartment,Entire home/apt,Real Bed,flexible,94107,1,219,0,50,40,0,1,3,1,1,10,40,70,156,0,0,0,0
within an hour,SoMa,Apartment,Private room,Airbed,moderate,94107,1,100,100,30,25,1.66,1,2,1,1,5,14,14,196,36,96,1,1
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,flexible,94103,1,350,0,100,0,1,1,5,1.5,1,0,0,0,0,1,100,0,0
within a few hours,Fenway/Kenmore,Apartment,Entire home/apt,Real Bed,strict,94158,0.6,189,0,100,0,0,0.96,3,1,1,29,59,89,182,0,0,0,0
within a few hours,SoMa,Apartment,Entire home/apt,Real Bed,strict,94103,0.71,195,500,100,25,2.63,1,2,1,1,18,25,36,184,10,94,0,0
within an hour,South Beach,Apartment,Shared room,Futon,flexible,94107,0.61,100,200,30,25,0,1,1,1,1,30,60,90,365,0,0,0,0
within a few hours,SoMa,Condominium,Private room,Real Bed,flexible,94103,0.7,125,0,50,0,2.7,0.95,1,1,1,9,30,60,333,29,96,0,0
within a day,SoMa,Apartment,Private room,Airbed,strict,94103,0.95,152,0,50,15,1.8,0.79,2,2,1,30,57,87,357,29,94,0,0
within an hour,SoMa,Apartment,Private room,Real Bed,moderate,94107,1,95,100,19,25,7.74,1,2,1,1,1,7,17,273,24,91,0,0
within a few hours,South Beach,Apartment,Private room,Real Bed,strict,94105,1,150,150,25,0,2,1,2,1,1,7,7,7,7,2,100,1,1
within an hour,SoMa,Apartment,Private room,Real Bed,moderate,94107,1,195,0,50,0,1.3,1,3,1,1,3,12,36,114,20,94,0,0
within an hour,SoMa,Apartment,Private room,Real Bed,strict,94103,1,110,0,0,20,0.19,1,2,2,1,0,0,24,24,3,80,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,moderate,94103,1,165,0,20,50,5.94,1,2,1,0,6,7,14,263,133,96,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,moderate,94158,0.88,308,0,30,30,8.57,1,7,2,2,5,21,32,292,10,100,0,0
within a few hours,SoMa,Apartment,Private room,Real Bed,strict,94107,1,119,100,0,0,1,1,2,1,1,11,15,45,45,1,80,0,0
within an hour,SoMa,Apartment,Private room,Real Bed,moderate,94103,1,115,500,0,0,0.73,0.97,2,1,1,1,19,41,41,1,0,0,0
within a few hours,SoMa,Apartment,Shared room,Real Bed,flexible,94103,0.58,35,0,0,0,1.25,0.94,1,2,1,0,0,20,295,19,88,0,0
within a few hours,SoMa,Apartment,Entire home/apt,Real Bed,moderate,94103,0.67,350,0,25,0,0,1,4,1.5,2,0,0,0,20,0,0,0,0
within a day,SoMa,Condominium,Entire home/apt,Real Bed,flexible,94103,0.67,200,0,50,0,0,0.8,2,1.5,1,10,10,38,307,0,0,0,0
within a day,SoMa,Apartment,Entire home/apt,Real Bed,moderate,94103,0.75,215,250,50,0,1.14,0.8,2,1,1,0,8,8,8,14,90,0,0
within an hour,Mountain View,Apartment,Shared room,Real Bed,strict,94103,0.68,100,0,50,100,0.58,0.99,5,2,1,30,60,90,365,13,92,1,1
within a day,SoMa,Apartment,Entire home/apt,Real Bed,strict,94103,0.5,350,0,59,50,0.63,0.89,3,1,1,29,59,89,179,8,95,0,0
within an hour,Mountain View,Apartment,Shared room,Real Bed,flexible,94158,0.68,60,100,50,65,0,0.99,6,3,1,30,60,90,365,0,0,1,1
within an hour,SoMa,Apartment,Private room,Real Bed,flexible,94107,1,100,0,0,0,0.27,1,2,1,1,0,0,0,0,1,80,0,0
within an hour,Mountain View,Apartment,Shared room,Real Bed,flexible,94158,0.68,61,100,50,65,0,0.99,6,3,1,30,60,90,365,0,0,1,1
within an hour,Downtown Vancouver,Apartment,Entire home/apt,Real Bed,flexible,94103,0.63,249,0,0,0,0,0.8,2,1,0,0,0,0,0,0,0,0,0
within an hour,SoMa,Apartment,Shared room,Real Bed,moderate,94158,0.79,65,100,50,65,0.76,1,4,2,1,0,28,58,333,2,100,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,strict,94103,1,500,300,116,50,1.04,1,6,2,3,7,10,17,84,8,77,0,0
within a day,SoMa,Apartment,Private room,Real Bed,flexible,94158,1,120,0,50,0,0.79,1,2,1,1,0,0,0,0,1,100,0,0
within a few hours,SoMa,Apartment,Entire home/apt,Real Bed,flexible,94103,0.9,250,300,110,0,0,0.84,2,1,1,2,3,18,18,0,0,0,0
within an hour,SoMa,Apartment,Shared room,Real Bed,flexible,94158,0.79,65,100,50,65,0,1,2,3,1,1,1,31,306,0,0,0,0
within a day,Mission Bay,Apartment,Private room,Real Bed,flexible,94000,1,136,0,50,50,1.76,0.92,2,1,1,1,1,31,117,2,100,0,0
within an hour,Mountain View,Apartment,Shared room,Real Bed,strict,94103,0.68,100,200,50,100,0.83,0.99,4,2,1,0,6,36,311,19,94,1,1
within a few hours,SoMa,Apartment,Entire home/apt,Real Bed,flexible,94103,0.73,200,0,80,0,1,1,3,1,1,12,42,72,72,1,100,0,0
within a day,SoMa,House,Private room,Real Bed,flexible,94103,0.33,100,0,0,10,0.95,1,2,1,1,7,12,12,197,12,98,0,0
within an hour,SoMa,Apartment,Private room,Real Bed,moderate,94103,0.89,119,0,39,39,3.95,1,1,1,1,6,24,45,61,5,100,0,0
within an hour,SoMa,Apartment,Shared room,Real Bed,flexible,94103,1,50,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
within an hour,SoMa,House,Private room,Real Bed,flexible,94103,1,135,250,25,0,4.88,1,2,1,1,7,22,49,49,34,98,0,0
within an hour,South Beach,Apartment,Private room,Real Bed,strict,94107,0.61,240,150,40,20,1.01,1,2,1,1,30,60,90,365,8,100,0,0
within an hour,SoMa,Apartment,Entire home/apt,Real Bed,flexible,94107,0.93,240,0,0,0,1,1,4,1,1,1,2,32,32,1,60,0,0
within a few hours,Noe Valley,Condominium,Entire home/apt,Real Bed,strict,94131,1,550,500,200,0,1,1,8,3,4,3,7,7,30,1,100,0,0
within a few hours,Glen Park,Apartment,Entire home/apt,Real Bed,moderate,94131,0.91,150,0,0,0,1.29,1,2,1,0,13,35,65,65,15,95,0,0
within a few hours,Glen Park,Apartment,Entire home/apt,Real Bed,strict,94131,0.86,200,0,120,0,3.13,1,4,2,2,6,7,23,112,5,100,0,0
within an hour,Nob Hill,Apartment,Entire home/apt,Real Bed,strict,94131,0.92,144,100,79,0,0.66,0.93,2,2,1,9,12,29,29,17,91,0,0
within an hour,Glen Park,House,Entire home/apt,Real Bed,strict,94131,1,119,150,55,15,2.65,1,2,1,1,0,0,8,55,70,99,0,0
within a few hours,Glen Park,House,Entire home/apt,Real Bed,moderate,94131,0.8,300,250,120,0,0.23,0.86,6,2,3,1,1,1,183,7,97,0,0
within an hour,Glen Park,House,Private room,Real Bed,moderate,94131,1,150,0,50,50,2.72,1,3,1,1,0,11,41,135,26,98,0,0
within a few hours,Glen Park,House,Entire home/apt,Real Bed,moderate,94131,0.81,150,300,125,50,0.57,1,4,1,2,0,0,0,273,7,93,0,0
within a few hours,Glen Park,House,Entire home/apt,Real Bed,moderate,94131,0.86,198,100,85,50,0.76,1,5,1,2,1,1,1,41,21,97,0,0
within an hour,Glen Park,House,Entire home/apt,Real Bed,strict,94131,1,300,0,150,0,0.21,1,6,2,4,0,11,11,11,5,100,0,0
within an hour,Glen Park,House,Private room,Real Bed,strict,94131,1,125,190,60,40,0.92,1,3,1,1,0,0,14,14,9,100,0,0
within a day,Glen Park,House,Private room,Real Bed,moderate,94131,1,100,500,50,0,1.71,0.86,2,1,1,0,0,0,0,4,100,0,0
within a day,Glen Park,House,Entire home/apt,Real Bed,strict,94131,1,170,0,50,0,4.18,0.82,4,1,1,3,15,20,104,45,88,0,0
within an hour,Glen Park,House,Private room,Real Bed,moderate,94131,0.8,225,100,50,0,3,1,4,1,1,12,27,53,143,3,93,0,0
within a few hours,Noe Valley,House,Private room,Real Bed,moderate,94131,1,99,0,25,0,1.31,1,1,2,1,0,16,34,120,34,94,0,0
within an hour,Glen Park,House,Entire home/apt,Real Bed,moderate,94131,1,155,0,50,0,0,1,4,1,1,0,23,25,25,0,0,0,0
within an hour,Glen Park,House,Private room,Real Bed,moderate,94131,1,111,0,0,0,1.44,1,2,3,1,0,0,0,147,53,98,0,0
within a day,Glen Park,Apartment,Private room,Real Bed,flexible,94131,1,65,300,50,15,1.5,0.67,2,1,1,0,7,27,265,2,100,0,0
within an hour,Glen Park,Apartment,Entire home/apt,Real Bed,moderate,94131,1,200,100,75,0,5.99,1,2,1,1,2,9,28,298,135,97,0,0
within an hour,Glen Park,Apartment,Entire home/apt,Real Bed,strict,94131,1,150,150,80,0,2.22,1,3,1,1,3,10,20,82,19,84,0,0
within an hour,Glen Park,Condominium,Entire home/apt,Real Bed,moderate,94131,1,150,0,0,0,0.73,1,4,1,2,0,0,0,0,9,98,0,0
within a few hours,Glen Park,House,Entire home/apt,Real Bed,moderate,94131,0.67,290,0,100,25,2.1,1,4,1,2,8,19,27,283,27,97,0,0
within an hour,Nob Hill,Apartment,Entire home/apt,Real Bed,strict,94131,0.92,215,300,78,100,0.65,0.93,4,1,2,0,0,0,0,16,96,0,0
within an hour,Glen Park,House,Entire home/apt,Real Bed,moderate,94131,1,224,500,90,25,2.29,1,4,1,2,4,8,30,296,114,96,1,1
within a few hours,Glen Park,Apartment,Entire home/apt,Real Bed,strict,94131,1,200,0,85,0,0.1,1,4,1,1,5,9,26,282,2,100,0,0
within an hour,Glen Park,House,Private room,Real Bed,strict,94131,1,85,0,20,10,6.01,1,2,1,1,2,4,9,261,129,96,0,0
within a few hours,Glen Park,House,Private room,Real Bed,flexible,94131,1,200,0,0,0,0.5,1,2,1,1,18,48,78,78,2,100,0,0
within a few hours,Glen Park,House,Entire home/apt,Real Bed,strict,94131,1,459,600,156,0,0.21,1,6,2.5,3,10,36,63,274,3,90,0,0
within an hour,Glen Park,House,Entire home/apt,Real Bed,strict,94131,1,135,0,50,0,2.44,1,2,1,1,8,20,41,305,156,96,1,1
within an hour,Glen Park,Apartment,Entire home/apt,Real Bed,strict,94131,1,295,500,125,50,0.75,1,4,1,2,0,7,23,274,17,96,0,0
within an hour,Glen Park,Apartment,Private room,Real Bed,strict,94131,0.96,120,0,30,0,1.18,1,1,1,1,7,7,26,178,20,99,0,0
